日期,收盘,开盘,高,低,交易量,涨跌幅
2020/6/18,73.4,72.85,73.77,72.38,41.86M,0.53%
2020/6/19,73.42,73.44,74.09,73,63.60M,0.03%
2020/6/22,72.77,73,73.92,72.61,67.18M,-0.89%
2020/6/23,71.96,72.5,72.6,71.67,77.96M,-1.11%
2020/6/24,72.26,72.25,72.85,72.01,60.51M,0.42%
2020/6/29,71.01,72.07,72.26,70.8,71.48M,-1.73%
2020/6/30,71.4,71.36,71.78,71,45.15M,0.55%
2020/7/1,73.5,71.59,73.5,71.2,96.76M,2.94%
2020/7/2,76,73.28,76.01,73,147.45M,3.40%
2020/7/3,77.96,76.15,78.49,76.14,170.38M,2.58%
2020/7/6,84.12,79.12,84.88,79.12,280.67M,7.90%
2020/7/7,83.22,87,87.6,83.2,222.20M,-1.07%
2020/7/8,85.69,84.11,87,83.85,169.64M,2.97%
2020/7/9,85.92,86.3,86.8,84.9,142.46M,0.27%
2020/7/10,82.34,85.01,85.37,82.11,146.66M,-4.17%
2020/7/13,82.36,81.91,83.66,81.51,117.95M,0.02%
2020/7/14,81.3,82.37,83.23,80.61,98.86M,-1.29%
2020/7/15,80.22,82.15,82.39,80.12,92.28M,-1.33%
2020/7/16,78.22,81.3,81.95,78.16,131.82M,-2.49%
2020/7/17,78.02,79,79.39,77.31,87.50M,-0.26%
2020/7/20,82.8,79.05,82.82,79.05,137.76M,6.13%
2020/7/21,80.76,82.95,83.2,80.37,90.48M,-2.46%
2020/7/22,79.93,80.21,81.85,79.44,87.75M,-1.03%
2020/7/23,79,79,79.88,78.02,78.21M,-1.16%
2020/7/24,77,78.88,78.89,76.38,107.27M,-2.53%
2020/7/27,76.43,77.28,77.79,75.7,73.48M,-0.74%
2020/7/28,76.38,76.99,77.3,75.95,63.99M,-0.07%
2020/7/29,77.3,76,78,75.75,70.29M,1.20%
2020/7/30,76.03,77.39,77.43,76.02,64.62M,-1.64%
2020/7/31,75.9,76,77.25,75.2,74.85M,-0.17%
2020/8/3,76.44,76.35,76.68,75.78,85.53M,0.71%
2020/8/4,78.67,76.81,79.35,76.2,148.15M,2.92%
2020/8/5,77.13,77.94,77.95,76.6,78.78M,-1.96%
2020/8/6,77.15,77,77.89,76.21,64.76M,0.03%
2020/8/7,76.33,76.96,77.67,76.01,54.98M,-1.06%
2020/8/10,77.01,76.02,77.69,75.82,70.01M,0.89%
2020/8/11,76.77,77.45,78.68,76.51,77.53M,-0.31%
2020/8/12,77.16,76.8,77.46,76.4,58.60M,0.51%
2020/8/13,76.6,77.5,77.6,76.51,42.14M,-0.73%
2020/8/14,78.19,76.47,78.49,76.34,63.25M,2.08%
2020/8/17,81.1,78.23,82.57,78.23,173.94M,3.72%
2020/8/18,79.75,80.8,80.9,79.4,84.25M,-1.66%
2020/8/19,78.17,79.6,80.11,78.17,56.47M,-1.98%
2020/8/20,77.6,78.1,78.1,77.15,49.84M,-0.73%
2020/8/21,78.25,78.3,78.76,77.55,42.45M,0.84%
2020/8/24,77.8,78.95,79,77.63,47.28M,-0.58%
2020/8/25,78.11,78,78.88,77.6,53.05M,0.40%
2020/8/26,76.8,78,78.05,76.6,54.28M,-1.68%
2020/8/27,76.54,77.15,77.17,76,44.88M,-0.34%
2020/8/28,77.89,76.47,78.21,75.85,76.50M,1.76%
2020/8/31,76.62,77.89,78.8,76.58,72.31M,-1.63%
2020/9/1,76.38,76.08,76.59,76,47.13M,-0.31%
2020/9/2,75.93,76.61,76.8,75.6,55.64M,-0.59%
2020/9/3,75.39,75.99,76.42,75.15,59.98M,-0.71%
2020/9/4,74.82,74.8,75.1,74.55,47.83M,-0.76%
2020/9/7,75.06,74.82,76.25,74.75,63.33M,0.32%
2020/9/8,77.14,75.98,77.46,75.7,86.60M,2.77%
2020/9/9,76.48,76.38,77.55,76.33,52.40M,-0.86%
2020/9/10,76.52,76.96,77.34,76.4,53.04M,0.05%
2020/9/11,77.21,76.41,77.5,76.16,46.22M,0.90%
2020/9/14,78.55,77.62,79.1,77.62,73.00M,1.74%
2020/9/15,79.91,78.55,80.48,77.55,101.44M,1.73%
2020/9/16,78.6,79.29,79.49,78.44,46.80M,-1.64%
2020/9/17,79,79.11,79.78,78.7,66.83M,0.51%
2020/9/18,82.89,79.6,83.06,79.48,177.60M,4.92%
2020/9/21,80.93,82.9,83.08,80.93,84.53M,-2.36%
2020/9/22,79.07,79.7,80.73,79,67.94M,-2.30%
2020/9/23,78.56,79.5,79.57,78.44,36.21M,-0.65%
2020/9/24,77.07,78.19,78.5,77,60.84M,-1.90%
2020/9/25,77.59,77.86,77.88,77,35.67M,0.67%
2020/9/28,77.95,77.59,78.59,77.41,37.18M,0.46%
2020/9/29,76.8,78.49,78.5,76.7,51.99M,-1.48%
2020/9/30,76.26,76.9,77.44,76.01,47.63M,-0.70%
2020/10/9,77.9,77.27,78.45,77.26,47.43M,2.15%
2020/10/12,80.86,78.35,81.15,78.31,86.99M,3.80%
2020/10/13,81.38,80.67,81.85,79.96,56.44M,0.64%
2020/10/14,81.38,81.5,81.51,80.5,50.04M,0.00%
2020/10/15,81.4,81.4,82.86,81.3,55.50M,0.02%
2020/10/16,82,81.8,82.89,81.5,60.70M,0.74%
2020/10/19,81.85,82.67,84.38,81.81,91.74M,-0.18%
2020/10/20,81.23,81.75,82,81.11,41.32M,-0.76%
2020/10/21,82.4,81.75,82.58,81.27,49.25M,1.44%
2020/10/22,82.1,82.52,82.88,80.28,46.70M,-0.36%
2020/10/23,83.5,82.12,84.83,82.12,93.88M,1.71%
2020/10/26,82.2,83.6,84.37,81.18,59.63M,-1.56%
2020/10/27,81.07,81.78,82.2,81,55.93M,-1.37%
2020/10/28,79.58,80.51,81.06,79.06,76.98M,-1.84%
2020/10/29,78.66,78.08,79.89,78.02,72.76M,-1.16%
2020/10/30,77.83,78.65,79.45,77.64,76.46M,-1.06%
2020/11/2,77.23,78.5,78.81,77.01,63.87M,-0.77%
2020/11/3,79.16,77.77,79.34,77.4,61.54M,2.50%
2020/11/4,79.5,78.78,79.85,78.6,43.47M,0.43%
2020/11/5,80.94,80.35,81.68,80.2,53.71M,1.81%
2020/11/6,81.3,81.1,81.75,80.52,51.04M,0.44%
2020/11/9,82.98,82.5,83.5,82.3,81.00M,2.07%
2020/11/10,83.2,84.24,84.75,83.05,78.90M,0.27%
2020/11/11,83.52,83.2,84.03,82.65,54.28M,0.38%
2020/11/12,82.27,83.75,84.47,81.8,49.05M,-1.50%
2020/11/13,80.34,81.08,81.7,79.63,70.79M,-2.35%
2020/11/16,83.1,80.69,83.26,80.69,70.14M,3.44%
2020/11/17,84.03,83.1,84.72,83,82.51M,1.12%
2020/11/18,85.37,84.4,86.18,84.33,96.97M,1.59%
2020/11/19,85.42,85.2,85.75,84.51,54.90M,0.06%
2020/11/20,84.54,85.3,85.31,83.9,45.30M,-1.03%
2020/11/23,86.22,85,86.44,84.65,78.38M,1.99%
2020/11/24,85,86.3,86.99,84.69,49.99M,-1.41%
2020/11/25,87.25,85.99,88.55,85.97,122.37M,2.65%
2020/11/26,89.15,87.01,89.39,86.65,90.92M,2.18%
2020/11/27,90.1,89.5,90.26,88.51,74.80M,1.07%
2020/11/30,90.03,91,94.62,90.03,153.92M,-0.08%
2020/12/1,93.38,90.7,93.38,89.65,85.42M,3.72%
2020/12/2,92.85,93.38,93.85,92.09,65.07M,-0.57%
2020/12/3,91.87,92.79,93.43,91.21,50.99M,-1.06%
2020/12/4,92.19,92.05,92.53,90.19,48.93M,0.35%
2020/12/7,90.38,92.78,92.98,89.02,62.78M,-1.96%
2020/12/8,88.05,90,90.75,87.8,86.33M,-2.58%
2020/12/9,87.87,88.5,89.48,87.79,52.50M,-0.20%
2020/12/10,87.68,88,88.69,87.15,40.58M,-0.22%
2020/12/11,86.1,88.5,88.9,85.46,71.49M,-1.80%
2020/12/14,87.69,86.65,88.16,86.5,58.39M,1.85%
2020/12/15,86.3,86.99,86.99,85.37,63.31M,-1.59%
2020/12/16,86.84,86.6,87.48,85.95,47.07M,0.63%
2020/12/17,88.98,86.96,89.06,86.53,68.55M,2.46%
2020/12/18,87.79,88.8,89.25,87.12,49.98M,-1.34%
2020/12/21,87.05,87,87.75,86.01,59.97M,-0.84%
2020/12/22,84.15,87.04,87.04,83.75,98.60M,-3.33%
2020/12/23,84.85,84.22,85.39,83.77,55.04M,0.83%
2020/12/24,84.2,85.3,85.35,83.69,52.48M,-0.77%
2020/12/25,83.2,83.6,83.6,81.86,69.14M,-1.19%
2020/12/28,84.62,83.45,85.19,82.85,63.52M,1.71%
2020/12/29,85.5,84.95,86.08,84.69,51.93M,1.04%
2020/12/30,85.88,85.2,85.88,84.18,56.57M,0.44%
2020/12/31,86.98,85.59,87.68,85.59,79.58M,1.28%
2021/1/4,85.18,86.91,86.95,84.1,103.64M,-2.07%
2021/1/5,84.27,84.5,84.5,82.85,105.48M,-1.07%
2021/1/6,85.74,84.29,85.74,83.55,93.76M,1.74%
2021/1/7,86.26,85.87,86.76,84.3,106.97M,0.61%
2021/1/8,86.1,86.22,87.26,85.21,116.94M,-0.19%
2021/1/11,84.03,86.2,86.6,84,109.86M,-2.40%
2021/1/12,87.82,83.88,87.82,83.33,146.76M,4.51%
2021/1/13,87.54,88.8,89.28,86.83,139.09M,-0.32%
2021/1/14,85.27,88.4,88.52,84.88,137.93M,-2.59%
2021/1/15,86.9,85.94,88.65,85.27,158.71M,1.91%
2021/1/18,87.2,87,87.65,85.3,116.24M,0.35%
2021/1/19,86.8,87.58,88.15,86.04,110.33M,-0.46%
2021/1/20,85.2,87.12,87.33,84.91,131.98M,-1.84%
2021/1/21,84.44,85.36,85.41,83.8,139.31M,-0.89%
2021/1/22,83.8,85,85.15,83.52,116.28M,-0.76%
2021/1/25,84.88,83.7,84.88,82.58,127.98M,1.29%
2021/1/26,83,84.5,84.88,82.88,105.14M,-2.21%
2021/1/27,83.04,82.98,83.91,82.58,68.27M,0.05%
2021/1/28,80.92,82.2,82.58,80.65,106.11M,-2.55%
2021/1/29,79.08,80.9,81.44,78.5,126.98M,-2.27%
2021/2/1,79.27,79.1,79.74,78.37,72.49M,0.24%
2021/2/2,78.18,79.28,79.45,77.95,98.84M,-1.38%
2021/2/3,76.54,77.74,77.74,75.3,134.38M,-2.10%
2021/2/4,79.62,78,80.32,77.7,141.66M,4.02%
2021/2/5,79.72,80,80.28,78.61,84.56M,0.13%
2021/2/8,78.57,79.73,80.43,78.28,79.66M,-1.44%
2021/2/9,78.13,78.56,78.56,76.8,91.41M,-0.56%
2021/2/10,79.25,77.9,79.81,77.49,91.97M,1.43%
2021/2/18,82.38,81.5,82.86,80.89,146.68M,3.95%
2021/2/19,84.2,82,84.56,81.68,124.06M,2.21%
2021/2/22,83,84.25,85.29,82.58,113.03M,-1.43%
2021/2/23,84.32,82.52,85.19,82.5,101.66M,1.59%
2021/2/24,83.78,83.5,85.76,82.5,117.36M,-0.64%
2021/2/25,87.14,84.52,88.28,83.35,189.75M,4.01%
2021/2/26,85.18,85.8,87.13,85.18,118.05M,-2.25%
2021/3/1,84.84,86,86.38,83.84,82.30M,-0.40%
2021/3/2,83.23,84.84,84.95,82.6,85.23M,-1.90%
2021/3/3,86.75,82.7,86.94,82.63,116.70M,4.23%
2021/3/4,86.3,86,87.45,85.8,94.98M,-0.52%
2021/3/5,84.5,85.49,86.29,83.34,81.42M,-2.09%
2021/3/8,84.95,85.2,87.78,84.75,105.04M,0.53%
2021/3/9,84.05,85.5,86.26,83.8,98.22M,-1.06%
2021/3/10,83.28,84.62,84.63,83.12,64.80M,-0.92%
2021/3/11,86.36,83.9,86.36,83.8,91.25M,3.70%
2021/3/12,85.55,86.51,86.6,85.13,64.68M,-0.94%
2021/3/15,85.11,85.36,85.5,84.21,54.55M,-0.51%
2021/3/16,85.4,85.3,85.6,84.41,54.35M,0.34%
2021/3/17,82.54,85,85,82.41,106.48M,-3.35%
2021/3/18,81.42,82.3,82.78,81.07,80.31M,-1.36%
2021/3/19,79.64,81.2,81.3,79.51,96.10M,-2.19%
2021/3/22,79.82,79.99,80.27,79.53,54.27M,0.23%
2021/3/23,80.05,79.89,80.6,79.12,51.12M,0.29%
2021/3/24,79.01,79.99,80.3,78.71,63.32M,-1.30%
2021/3/25,79.2,79.23,79.66,78.99,43.65M,0.24%
2021/3/26,80.01,79.58,80.3,79.56,45.35M,1.02%
2021/3/29,79.13,80,80.1,78.8,63.23M,-1.10%
2021/3/30,79.37,79.2,79.37,78.6,51.11M,0.30%
2021/3/31,78.7,79.5,79.55,78.58,48.36M,-0.84%
2021/4/1,79.2,78.8,79.28,78.75,36.07M,0.64%
2021/4/2,78.88,79.2,79.2,78.58,46.93M,-0.40%
2021/4/6,79.03,78.92,79.45,78.69,35.17M,0.19%
2021/4/7,78.45,79.37,79.37,78.18,47.50M,-0.73%
2021/4/8,78.63,78.43,78.99,78.01,37.41M,0.23%
2021/4/9,77.16,78.61,78.62,76.98,68.80M,-1.87%
2021/4/12,77.16,77.15,77.5,76.62,45.34M,0.00%
2021/4/13,76.56,77.47,77.82,76.2,55.25M,-0.78%
2021/4/14,77.15,76.99,77.48,76.8,38.08M,0.77%
2021/4/15,75.81,76.15,76.4,75.18,79.36M,-1.74%
2021/4/16,75.7,75.79,75.88,75,55.17M,-0.15%
2021/4/19,76.18,75.45,76.19,75,65.37M,0.63%
2021/4/20,76,76.05,76.15,75.48,49.25M,-0.24%
2021/4/21,75.62,75.61,75.86,75.28,41.76M,-0.50%
2021/4/22,74.37,74.9,74.93,73.98,56.07M,-1.65%
2021/4/23,74.26,74.37,75.58,73.88,86.78M,-0.15%
2021/4/26,72.89,74.02,74.03,72.76,106.19M,-1.84%
2021/4/27,73.27,72.72,73.46,72.03,75.97M,0.52%
2021/4/28,72.81,73,73.11,72.39,57.06M,-0.63%
2021/4/29,73.82,72.81,73.96,72.56,54.44M,1.39%
2021/4/30,72.5,73.98,73.98,72.36,52.46M,-1.79%
2021/5/6,70.53,71.2,71.8,70.36,92.01M,-2.72%
2021/5/7,70.1,70.75,71.09,70.02,56.15M,-0.61%
2021/5/10,70.03,70.18,70.49,69.5,52.46M,-0.10%
2021/5/11,70.28,69.85,70.53,69.37,50.95M,0.36%
2021/5/12,69.93,70,70.52,69.66,41.00M,-0.50%
2021/5/13,69.14,69.49,69.83,68.88,50.64M,-1.13%
2021/5/14,71.18,69.4,71.18,69.04,81.88M,2.95%
2021/5/17,70.37,70.4,70.82,70,63.30M,-1.14%
2021/5/18,70.9,70.68,71.39,70.45,41.81M,0.75%
2021/5/19,69.97,70.7,70.7,69.89,46.59M,-1.31%
2021/5/20,70.72,70,70.97,69.62,42.25M,1.07%
2021/5/21,70.05,71,71.38,70.01,41.38M,-0.95%
2021/5/24,69.94,70,70.37,69.65,35.09M,-0.16%
2021/5/25,72.46,70.09,72.74,69.71,121.38M,3.60%
2021/5/26,72.38,73.09,73.24,72.18,71.24M,-0.11%
2021/5/27,72.9,72.36,73.13,71.8,58.10M,0.72%
2021/5/28,72.97,72.8,73.5,72.5,51.01M,0.10%
2021/5/31,71.8,72.65,72.8,71.47,62.48M,-1.60%
2021/6/1,71.13,71.69,71.69,70.9,59.37M,-0.93%
2021/6/2,70.87,71.38,71.39,70.31,48.11M,-0.37%
2021/6/3,70.68,70.9,71.5,70.5,40.95M,-0.27%
2021/6/4,70.85,70.4,71.58,70.34,51.49M,0.24%
2021/6/7,70.28,70.6,70.68,70.06,38.67M,-0.80%
2021/6/8,70.41,70.27,70.93,69.95,40.70M,0.18%
2021/6/9,70.3,70.3,70.95,70.2,40.20M,-0.16%
2021/6/10,70.01,70.27,70.79,70,52.46M,-0.41%
2021/6/11,69.4,70.01,70.18,69.26,63.03M,-0.87%
2021/6/15,67.07,69.01,69.06,66.95,107.76M,-3.36%
2021/6/16,67,67.01,67.75,66.81,52.73M,-0.10%
2021/6/17,66.25,67.01,67.19,66.02,54.80M,-1.12%
2021/6/18,65.1,66,66,65,85.71M,-1.74%
2021/6/21,64.16,64.49,64.65,63.76,81.09M,-1.44%
2021/6/22,64.73,64.5,65.3,64.17,62.01M,0.89%
2021/6/23,65.82,64.75,65.97,64.73,58.69M,1.68%
2021/6/24,65.96,65.84,66.38,65.48,41.79M,0.21%
2021/6/25,66.68,66.03,66.78,65.71,53.57M,1.09%
2021/6/28,65.6,66.68,66.69,65.2,51.01M,-1.62%
